1	1
101	1
1020	45
107	1
1074	7
1080	64
1085	5
1094	4
115	2
116	1
1161	11
1164	1
1166	2
1188	1
120	5
1217	31
1218	15
1224	6
123	32
1245	1
1254	22
127	11
1288	0
130	1
132	30
1333	1
1338	9
137	6
1387	50
1396	3
1401	45
1412	4
1416	2
1443	73
1473	14
1495	1
1525	2
1537	1
1542	50
1545	7
155	15
1592	8
1594	2
1596	2
16	1
1605	43
168	25
1689	4
169	5
170	16
1717	1
1735	99
1737	9
1744	4
1749	21
1838	8
1874	39
1875	33
1889	2
1894	37
1915	10
1916	38
192	26
1921	1
1923	14
1924	18
1925	1
193	62
1937	1
194	33
1940	41
1942	1
195	2
196	2
1974	11
1979	2
200	1
2009	67
201	8
2014	32
2018	10
204	5
2057	1
2058	1
206	1
2068	1
2095	22
210	1
2108	32
2109	2
2111	33
2112	33
212	101
2131	1
214	3
216	5
2160	23
2162	33
2178	1
2205	8
2211	1
222	1
2236	32
2242	49
2301	30
2325	18
2326	3
2335	20
2351	1
2357	17
2360	34
2363	29
2375	9
239	1
2394	1
241	1
2417	5
2419	3
2423	28
244	2
2442	2
2444	2
2494	27
250	4
2504	2
2505	32
251	1
2512	1
2518	28
252	1
2522	4
2547	27
2553	3
2556	25
256	1
257	3
2599	5
26	1
2614	58
2617	1
2620	58
2621	2
2625	46
2627	18
2642	27
2674	14
2694	26
2712	5
2744	70
2748	26
2750	23
2755	19
2772	3
2779	38
2803	2
2821	1
2838	22
2839	23
2859	22
2871	8
2877	18
2894	23
2924	15
2930	17
2932	22
2942	20
2966	1
3012	1
3031	20
3032	21
3038	7
3040	20
3045	4
3072	1
3090	2
31	1
3103	1
3105	20
3136	18
3148	20
315	1
3158	1
3162	13
3164	20
3169	19
319	3
3192	1
3208	11
3236	3
3245	10
3251	13
3253	1
3256	19
3268	2
3278	17
3280	6
3303	15
3311	1
3313	1
334	23
3342	3
3369	6
3374	1
3380	18
3385	4
3386	49
3393	10
3395	14
3399	17
3405	6
3407	18
3416	17
3455	2
3467	44
3488	82
3497	17
3499	16
3500	17
3501	17
3503	103
3506	2
3511	2
3513	16
3546	9
3551	7
3555	4
3559	4
356	11
3563	6
3570	63
3589	1
3595	3
3596	2
361	5
3617	15
3618	16
3619	15
3621	15
3622	5
3626	21
3629	24
363	28
3657	7
3661	10
367	17
3671	9
3679	4
3681	1
3682	3
3683	32
3687	13
3688	5
370	1
3707	1
3711	13
3725	15
3729	14
3730	13
3735	1
3738	4
3746	15
3749	15
3751	14
3758	3
3761	15
3762	15
3766	1
3785	3
3789	1
3791	9
3794	2
38	1
3825	32
3837	1
3862	14
3865	13
3885	11
3887	1
39	1
3938	13
3946	1
3952	16
3969	13
3970	13
3973	13
3974	14
3980	13
40	135
400	2
4008	2
401	160
4010	33
4019	2
4021	3
4023	1
4028	5
403	3
4045	10
4057	19
406	72
4066	11
4067	13
4069	9
4071	11
4073	12
4083	11
410	1
4107	1
4135	12
4144	8
4152	56
4154	101
4160	13
4171	11
4174	10
4177	72
4183	47
4184	3
4189	5
4193	9
4196	4
4197	11
42	2
4207	11
4208	32
4230	2
4234	6
4251	3
4259	12
4261	10
4266	2
4283	10
4287	1
4292	12
4297	10
43	1
4301	44
4302	117
4306	2
4318	8
4319	6
4321	9
4325	10
4331	30
4332	10
4333	1
4334	112
4336	6
4338	7
4341	0
4347	1
4349	0
4350	2
4371	0
4374	1
4382	1
4397	4
440	22
4404	3
4406	11
4415	1
4418	9
4425	24
4427	9
4428	11
4434	1
4437	9
4439	9
4443	8
4446	37
4452	15
4456	9
4457	9
4458	9
4460	29
4462	9
4463	2
4464	8
4466	10
4480	8
4485	11
449	1
4491	14
4493	2
4495	3
451	1
452	16
4521	9
4531	15
4535	8
4537	29
4545	1
4553	5
4557	37
4559	7
4564	8
4566	8
4575	8
4587	12
4593	8
4597	7
46	4
4600	8
4603	25
4608	8
4614	8
4615	6
4616	8
4618	6
4621	4
4623	6
4624	8
4627	8
4638	23
4640	20
4647	0
4657	0
4665	2
4669	1
467	5
4680	4
4683	8
4685	7
4689	10
4702	88
4704	7
4712	13
4715	7
4727	7
4728	6
4730	8
4735	3
4746	6
4747	7
4749	7
4751	7
4752	7
4753	28
4754	19
4765	5
4769	2
4772	7
4781	0
4783	1
4790	1
4792	4
4795	1
4803	6
4810	226
4826	4
4829	5
4838	6
4842	7
4843	1
4845	4
4847	5
4853	6
4857	3
4859	1
4865	7
4866	2
4874	6
4877	23
4878	6
4879	1
4880	32
4881	6
4882	6
4884	5
4886	6
4887	6
4888	6
4889	2
4890	6
4891	1
4892	6
4893	6
4894	6
4896	6
4898	7
49	41
4900	6
4902	7
4906	3
4908	12
4913	5
4918	7
4919	7
492	1
4930	14
4939	1
494	1
4947	5
4949	1
4952	5
4953	2
4966	4
4968	2
4969	44
4973	4
498	2
4985	37
4986	3
4992	3
4995	5
4997	4
5000	15
5003	5
5004	5
5009	2
5015	1
5016	5
5017	5
5023	9
5025	5
5026	36
5031	5
5037	18
504	7
5041	6
5042	2
5043	39
5044	4
5047	1
5048	4
5054	5
5056	5
5058	5
5059	13
5064	5
5067	32
5069	2
5070	5
5075	1
5076	3
5077	5
5078	5
5079	5
5080	5
5081	5
5085	5
5086	4
5088	5
5089	5
5091	4
5095	5
5096	5
5098	3
51	3
5104	17
5107	13
5113	4
5118	36
5120	24
5126	1
5127	18
5130	8
5132	0
5133	9
5148	51
5149	2
5151	1
5154	9
5156	5
5158	4
5159	3
5160	1
5161	4
5162	9
5163	16
5173	10
5176	5
5178	4
5185	159
5186	53
5188	3
519	1
5190	5
5202	4
5203	4
5204	4
5205	4
5206	4
5208	1
5209	2
5211	4
5213	5
5215	25
5216	3
5217	4
5218	3
5224	8
5225	4
5230	3
5232	252
5233	4
5234	50
5235	5
5236	4
5239	1
5241	4
5245	2
5247	4
5249	4
5250	4
5251	4
5257	14
5258	5
5260	4
5261	3
5262	5
5264	4
5266	4
5267	7
5268	16
5270	4
5271	4
5272	4
5273	4
5276	7
5277	5
5279	0
5285	1
5288	0
5289	3
5290	3
53	41
5306	303
5318	2
5319	1
5326	3
5329	27
5330	13
5331	17
5332	3
5333	8
5334	3
5336	4
5341	1
5343	0
5344	7
5346	3
5347	1
5348	0
5350	13
5352	26
5353	3
5354	11
5355	5
5362	0
5366	3
5367	3
5370	16
5375	3
5376	3
5378	3
5379	38
5380	1
5387	3
5389	3
5391	3
5392	3
5393	2
5394	3
5396	3
5398	3
54	2
5400	3
5403	35
5404	3
5405	3
5406	3
5409	3
5411	4
5415	13
5417	5
5418	3
542	21
5421	1
5422	3
5424	3
5425	10
5427	1
5428	3
5429	216
5433	3
5434	3
5435	3
