1	500
1	308
1	69
1	300
1	66
1	66
1	65
1	65
1	298
1	286
1	61
1	61
1	61
1	59
1	276
1	143
1	712
1	57
1	277
1	56
1	210
1	289
1	53
1	264
1	352
1	51
1	51
1	259
1	51
1	59
1	49
1	49
1	49
1	74
1	116
1	47
1	47
1	46
1	53
1	46
1	249
1	45
1	45
1	45
1	500
1	45
1	257
1	44
1	235
1	233
1	42
1	459
1	42
1	42
1	282
1	40
1	42
1	39
1	39
1	39
1	38
1	174
1	261
1	38
1	38
1	47
1	38
1	217
1	37
1	222
1	44
1	37
1	212
1	275
1	36
1	36
1	202
1	213
1	202
1	36
1	36
1	200
1	35
1	35
1	198
1	35
1	35
1	196
1	35
1	35
1	35
1	35
1	198
1	34
1	194
1	192
1	34
1	34
1	33
1	124
1	33
1	191
1	33
1	184
1	32
1	96
1	31
1	173
1	31
1	31
1	37
1	36
1	30
1	187
1	30
1	185
1	30
1	43
1	29
1	195
1	29
1	29
1	28
1	179
1	28
1	36
1	177
1	28
1	30
1	176
1	74
1	29
1	28
1	28
1	175
1	268
1	27
1	500
1	289
1	27
1	125
1	27
1	48
1	27
1	28
1	26
1	29
1	26
1	72
1	28
1	25
1	24
1	25
1	124
1	24
1	24
1	24
1	24
1	23
1	23
1	54
1	24
1	23
1	23
1	23
1	22
1	22
1	22
1	22
1	22
1	24
1	22
1	26
1	21
1	21
1	500
1	21
1	21
1	21
1	22
1	166
1	21
1	21
1	21
1	20
1	171
1	20
1	187
1	20
1	20
1	20
1	20
1	20
1	20
1	20
1	21
1	19
1	19
1	19
1	442
1	19
1	19
1	19
1	19
1	19
1	52
1	19
1	19
1	19
1	19
1	19
1	20
1	18
1	232
1	86
1	18
1	18
1	18
1	18
1	108
1	58
1	18
1	19
1	20
1	17
1	19
1	17
1	166
1	17
1	66
1	17
1	25
1	17
1	171
1	17
1	17
1	17
1	18
1	17
1	26
1	25
1	151
1	17
1	16
1	156
1	16
1	27
1	16
1	16
1	259
1	16
1	27
1	148
1	16
1	17
1	16
1	16
1	20
1	16
1	16
1	18
1	16
1	16
1	16
1	16
1	16
1	16
1	15
1	15
1	15
1	15
1	500
1	35
1	15
1	15
1	15
1	15
1	15
1	500
1	14
1	14
1	24
1	14
1	14
1	14
1	15
1	14
1	500
1	166
1	26
1	170
1	34
1	17
1	13
1	13
1	14
1	165
1	77
1	21
1	427
1	13
1	14
1	13
1	13
1	13
1	12
1	140
1	12
1	13
1	12
1	76
1	104
1	15
1	12
1	12
1	73
1	50
1	13
1	15
1	12
1	12
1	12
1	500
1	12
1	77
1	11
1	11
1	11
1	45
1	11
1	11
1	18
1	11
1	15
1	11
1	500
1	48
1	137
1	11
1	11
1	11
1	11
1	11
1	32
1	11
1	11
1	869
1	11
1	11
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	10
1	391
1	10
1	12
1	10
1	10
1	190
1	10
1	12
1	10
1	10
1	10
1	10
1	106
1	17
1	10
1	10
1	10
1	30
1	10
1	10
1	10
1	12
1	9
1	13
1	132
1	15
1	9
1	9
1	131
1	131
1	10
1	17
1	9
1	30
1	9
1	16
1	40
1	9
1	9
1	9
1	9
1	13
1	9
1	9
1	503
1	9
1	26
1	9
1	9
1	9
1	9
1	9
1	9
1	9
1	9
1	9
1	25
1	22
1	8
1	8
1	8
1	8
1	123
1	13
1	9
1	8
1	11
1	93
1	8
1	18
1	8
1	8
1	8
1	9
1	8
1	10
1	8
1	8
1	8
1	8
1	30
1	20
1	7
1	7
1	8
1	7
1	7
1	7
1	7
1	7
1	7
1	238
1	7
1	7
1	7
1	19
1	7
1	7
1	7
1	7
1	7
1	7
1	9
1	7
1	7
1	26
1	7
1	7
1	36
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	7
1	17
1	7
1	7
1	8
1	513
1	7
1	8
1	6
1	25
1	6
1	9
1	9
1	121
1	340
1	6
1	121
1	6
1	6
1	7
1	6
1	6
1	6
1	48
1	6
1	120
1	40
1	6
1	6
1	6
1	6
1	17
1	6
1	6
1	6
1	6
1	6
1	6
1	11
1	6
1	43
1	6
1	22
1	120
1	7
1	6
1	42
1	6
1	6
1	6
1	6
1	6
1	6
1	64
1	6
1	34
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	6
1	5
1	500
1	18
1	16
1	6
1	43
1	100
1	5
1	68
1	9
1	5
1	11
1	53
1	5
1	5
1	10
1	6
1	5
1	7
1	5
1	5
1	10
1	102
1	12
1	6
1	5
1	179
1	57
1	96
1	117
1	7
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	7
1	26
1	6
1	5
1	6
1	9
1	5
1	5
1	271
1	5
1	55
1	6
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	15
1	6
1	5
1	5
1	6
1	5
1	5
1	8
1	18
1	5
1	5
1	5
1	5
1	8
1	6
1	4
1	4
1	4
1	4
1	4
1	559
1	1098
1	4
1	4
1	4
1	29
1	14
1	18
1	4
1	12
1	4
1	5
1	4
1	4
1	8
1	4
1	4
1	4
1	16
1	27
1	4
1	12
1	6
1	4
1	4
1	4
1	18
1	4
1	4
1	4
1	39
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	498
1	4
1	40
1	4
1	4
1	4
1	4
1	5
1	15
1	7
1	4
1	227
1	4
1	4
1	4
1	12
1	4
1	4
1	339
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	23
1	4
1	4
1	4
1	5
1	4
1	21
1	4
1	4
1	4
1	9
1	4
1	4
1	4
1	26
1	4
1	4
1	4
1	113
1	4
1	4
1	4
1	54
1	4
1	4
1	4
1	47
1	4
1	4
1	21
1	3
1	3
1	497
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	25
1	3
1	3
1	3
1	3
1	4
